stationId,numTrips,percentage
294,4155,0.4312447456641999
361,3753,0.3895214273111293
375,4597,0.4771196379827502
293,10196,1.058236203800766
539,2309,0.2396496071573135
376,2103,0.21826900123509324
319,3800,0.3943995267205679
318,6135,0.6367476569554432
303,2909,0.30192321663950844
195,3542,0.36762187464322416
312,4163,0.4320750604572958
311,2331,0.24193297283832735
310,1768,0.18349956927420108
317,3039,0.3154158320273174
316,2322,0.24099886869609438
315,3167,0.3287008687168523
314,1209,0.1254813231066228
393,1687,0.17509263199410477
271,1950,0.20238923081713356
391,333,0.03456185326261819
116,5047,0.5238248450943964
274,925,0.09600514795171719
396,660,0.06850097043041443
276,1873,0.19439745093358518
394,2742,0.28459039533363084
278,651,0.0675668662881815
279,1850,0.19201029590343438
399,528,0.05480077634433155
398,1552,0.1610810698606109
119,204,0.02117302722394628
369,2931,0.3042065823205223
143,1022,0.10607271481800537
414,1082,0.11230007576622487
251,4882,0.5066996024867928
304,3080,0.319671195341934
415,2344,0.24328223437710822
513,2028,0.2104848000498189
503,1968,0.2042574391015994
428,4181,0.43394326874176176
526,898,0.09320283552501842
534,1487,0.15433476216670644
520,2054,0.21318332312738067
521,11489,1.192435832234896
368,6175,0.6408992309209229
442,4657,0.48334699893096966
366,1472,0.1527779219296516
367,2057,0.21349469117479164
423,1691,0.17550778939065273
365,694,0.07202980830107214
528,6592,0.6841793895110484
529,3157,0.3276629752254824
427,1991,0.20664459413175018
426,8340,0.8656031718025096
308,1864,0.19346334679135227
309,2443,0.2535573799416704
449,2101,0.2180614225368193
448,3407,0.35361031250973024
298,424,0.04400668403408443
300,3466,0.35973388410881274
301,2841,0.29486554089819306
302,1293,0.1341996284341301
440,2259,0.23446013970046392
447,3098,0.3215394036263999
305,4132,0.42885759063404916
445,4820,0.5002646628402994
444,6917,0.7179109279805707
380,5211,0.540846298352863
533,2607,0.27057883320013704
247,3023,0.3137552024411255
383,3942,0.40913761429802076
241,894,0.09278767812847045
306,2992,0.31053773261787876
243,756,0.07846474794756562
387,5930,0.61547084038236
388,3004,0.31178320480752264
389,792,0.08220116451649732
443,286,0.029683753853179586
307,3651,0.37893491369915616
249,1498,0.15547644500721336
248,832,0.08635273848197698
411,1510,0.15672191719685724
342,1381,0.14333309115818535
245,414,0.04296879054271451
242,734,0.0761813822665518
295,2244,0.23290329946340907
244,882,0.09154220593882656
420,735,0.07628517161568879
2000,1806,0.18744356454140676
382,7328,0.7605683504758742
532,2487,0.258124111303698
519,11072,1.1491556736447706
518,4337,0.4501344072071324
418,746,0.07742685445619571
377,2387,0.24774517638999888
438,3250,0.33731538469522254
439,3995,0.41463844980228126
511,3311,0.3436465349925791
510,3130,0.3248606627987836
434,3278,0.3402214864710583
512,3007,0.31209457285493364
432,4078,0.4232529657806515
514,5642,0.5855795078309064
430,2050,0.21276816573083268
516,1451,0.15059834559777474
458,4181,0.43394326874176176
459,5296,0.5496683930295073
339,581,0.0603016118485921
386,2718,0.2820994509543431
450,3527,0.3660650344061692
334,3812,0.3956449989102119
337,1475,0.15308928997706256
336,3284,0.3408442225658803
454,1531,0.1589014935287341
330,2091,0.2170235290454494
456,1709,0.17737599767511858
457,5374,0.5577639622621927
258,1048,0.10877123789556715
259,2514,0.26092642373039676
357,2644,0.2744190391182057
3002,6468,0.6713095102180614
252,2883,0.2992246935619467
250,6445,0.6689223551879107
174,2235,0.23196919532117613
173,4011,0.41629907938847316
257,2595,0.2693333610104931
340,1428,0.14821119056762394
289,270,0.028023124266987724
385,1646,0.17083726867948812
517,3139,0.3257947669410165
406,1613,0.1674122201579674
405,4302,0.44650177998733764
431,266,0.027607966870439756
313,840,0.08718305327507292
404,4633,0.4808560545516819
481,982,0.10192114085252571
508,2937,0.3048293184153442
509,4585,0.4758741657931063
507,4174,0.4332167432978028
504,5702,0.5918068687791259
505,4628,0.480337107805997
502,2612,0.27109777994582196
341,1344,0.13949288524011666
500,3088,0.32050151013503
501,3747,0.3888986912163074
469,2753,0.28573207817413776
468,2762,0.2866661823163707
465,5108,0.530155995391753
464,1824,0.1893117728258726
467,1346,0.13970046393839064
466,4198,0.43570768767709056
461,3805,0.3949184734662529
460,974,0.10109082605942979
463,3942,0.40913761429802076
462,5658,0.5872401374170982
168,6107,0.6338415551796075
546,4482,0.4651838628319962
229,4834,0.5017177137282172
228,2463,0.25563316692441024
164,2179,0.2261569917695046
225,3009,0.3123021515532076
167,3582,0.37177344860870376
160,2356,0.24452770656675213
161,4006,0.41578013264278824
270,1048,0.10877123789556715
373,584,0.06061297989600307
384,888,0.09216494203364851
392,1328,0.1378322556539248
348,4384,0.45501250661657106
356,1240,0.12869879292986955
2010,2748,0.2852131314284528
446,5013,0.5202960072237387
390,750,0.07784201185274367
2021,3277,0.34011769712192136
2022,1975,0.20498396454555834
2023,1649,0.1711486367268991
372,391,0.0405816355125637
397,510,0.052932568059865695
408,1291,0.1339920497358561
297,3823,0.39678668175071874
275,473,0.04909236214179701
151,7615,0.7903558936781907
150,1972,0.20467259649814737
153,4225,0.4385100001037893
152,1861,0.1931519787439413
395,1132,0.11748954322307445
157,1029,0.10679924026196431
400,866,0.08988157635263469
2001,134,0.013907772784356868
82,1192,0.12371690417129395
238,2728,0.283137344445713
239,813,0.08438074084837414
83,1236,0.12828363553332156
2004,2586,0.2683992568682602
236,4563,0.4735908001120925
237,4504,0.46746722851301
232,1689,0.17530021069237875
233,1740,0.1805934674983653
2002,2120,0.2200334201704221
473,2612,0.27109777994582196
412,2511,0.2606150556829858
470,3281,0.3405328545184693
441,1887,0.19585050182150307
323,1162,0.1206032236971842
320,1861,0.1931519787439413
354,508,0.05272498936159171
326,3570,0.3705279764190599
327,7625,0.7913937871695608
324,1421,0.147484665123665
325,3194,0.33150318114355104
437,496,0.05147951717194781
353,667,0.06922749587437337
328,2795,0.2900912308378914
329,3872,0.40187235985843134
335,2669,0.2770137728466305
352,3313,0.34385411369085306
146,2168,0.22501530892899768
147,5065,0.5256930533788623
144,578,0.05999024380118112
351,2157,0.22387362608849082
321,1031,0.10700681896023831
350,2314,0.2401685539029985
290,2817,0.2923745965189052
419,325,0.03373153846952226
436,395,0.040996792909111665
72,3071,0.3187370911997011
489,3651,0.37893491369915616
488,4552,0.4724491172715856
487,2787,0.2892609160447955
486,3693,0.3832940663629098
485,3106,0.3223697184194958
484,2644,0.2744190391182057
483,4437,0.46051334212083156
482,3989,0.4140157137074593
79,2312,0.23996097520472448
480,2335,0.2423481302348753
120,500,0.05189467456849579
435,8005,0.8308337398416175
262,758,0.0786723266458396
332,1735,0.18007452075268035
515,3872,0.40187235985843134
291,1453,0.15080592429604875
433,4030,0.41827107702207594
472,5629,0.5842302462921255
2003,3160,0.3279743432728933
355,2949,0.30607479060498816
471,1142,0.11852743671444436
476,4135,0.4291689586814601
477,6366,0.6607229966060884
474,3784,0.3927388971343761
475,3445,0.3575543077769359
478,3333,0.3459299006735929
479,4234,0.43944410424602226
359,3521,0.3654422983113473
358,6829,0.7087774652565154
