endstation,count,percentage
382,74,2.772573997751967
383,56,2.098164106406894
375,56,2.098164106406894
284,52,1.9482952416635442
335,52,1.9482952416635442
439,51,1.910828025477707
151,44,1.6485575121768452
161,44,1.6485575121768452
483,41,1.536155863619333
252,39,1.4612214312476584
250,39,1.4612214312476584
435,39,1.4612214312476584
303,35,1.3113525665043086
168,34,1.2738853503184715
317,34,1.2738853503184715
368,32,1.1989509179467965
477,31,1.1614837017609592
285,31,1.1614837017609592
348,31,1.1614837017609592
268,31,1.1614837017609592
432,30,1.1240164855751216
257,30,1.1240164855751216
433,29,1.0865492693892844
336,27,1.0116148370176097
251,27,1.0116148370176097
312,26,0.9741476208317721
320,26,0.9741476208317721
294,26,0.9741476208317721
521,25,0.9366804046459348
358,24,0.8992131884600975
128,24,0.8992131884600975
2010,23,0.8617459722742601
345,22,0.8242787560884226
428,22,0.8242787560884226
497,21,0.7868115399025852
504,21,0.7868115399025852
263,21,0.7868115399025852
380,21,0.7868115399025852
3002,21,0.7868115399025852
523,21,0.7868115399025852
511,20,0.7493443237167479
347,20,0.7493443237167479
453,20,0.7493443237167479
445,20,0.7493443237167479
329,19,0.7118771075309105
327,19,0.7118771075309105
369,19,0.7118771075309105
301,19,0.7118771075309105
509,19,0.7118771075309105
505,18,0.674409891345073
160,17,0.6369426751592357
265,17,0.6369426751592357
223,17,0.6369426751592357
482,15,0.5620082427875608
116,15,0.5620082427875608
293,15,0.5620082427875608
360,15,0.5620082427875608
536,15,0.5620082427875608
401,15,0.5620082427875608
357,14,0.5245410266017235
247,14,0.5245410266017235
491,13,0.48707381041588604
531,13,0.48707381041588604
473,13,0.48707381041588604
503,13,0.48707381041588604
280,13,0.48707381041588604
325,13,0.48707381041588604
319,13,0.48707381041588604
326,13,0.48707381041588604
297,12,0.44960659423004873
404,12,0.44960659423004873
442,12,0.44960659423004873
403,11,0.4121393780442113
2003,11,0.4121393780442113
466,11,0.4121393780442113
410,11,0.4121393780442113
315,11,0.4121393780442113
470,11,0.4121393780442113
387,11,0.4121393780442113
2004,11,0.4121393780442113
475,10,0.37467216185837393
417,10,0.37467216185837393
334,10,0.37467216185837393
498,10,0.37467216185837393
402,10,0.37467216185837393
330,10,0.37467216185837393
487,10,0.37467216185837393
195,10,0.37467216185837393
490,10,0.37467216185837393
229,10,0.37467216185837393
407,10,0.37467216185837393
438,9,0.3372049456725365
79,9,0.3372049456725365
540,9,0.3372049456725365
127,9,0.3372049456725365
2008,9,0.3372049456725365
72,9,0.3372049456725365
532,9,0.3372049456725365
363,8,0.29973772948669913
496,8,0.29973772948669913
237,8,0.29973772948669913
492,8,0.29973772948669913
147,8,0.29973772948669913
394,8,0.29973772948669913
461,8,0.29973772948669913
386,8,0.29973772948669913
376,8,0.29973772948669913
426,8,0.29973772948669913
471,8,0.29973772948669913
545,7,0.26227051330086176
517,7,0.26227051330086176
