endstation,count,percentage
444,95,3.058596265292981
523,84,2.7044430135222153
492,84,2.7044430135222153
485,70,2.2537025112685125
474,59,1.8995492594977463
402,58,1.8673535093367677
498,57,1.8351577591757886
510,55,1.7707662588538313
497,52,1.674179008370895
528,52,1.674179008370895
465,46,1.4810045074050224
519,45,1.4488087572440438
496,42,1.3522215067611076
518,39,1.2556342562781713
318,37,1.1912427559562138
490,36,1.159047005795235
501,36,1.159047005795235
493,35,1.1268512556342563
2006,35,1.1268512556342563
379,34,1.0946555054732776
540,34,1.0946555054732776
466,33,1.0624597553122987
472,33,1.0624597553122987
486,32,1.03026400515132
352,32,1.03026400515132
305,31,0.9980682549903412
448,31,0.9980682549903412
442,31,0.9980682549903412
435,30,0.9658725048293626
477,29,0.9336767546683838
446,29,0.9336767546683838
359,26,0.8370895041854475
382,26,0.8370895041854475
137,26,0.8370895041854475
488,25,0.8048937540244688
520,24,0.7726980038634901
294,24,0.7726980038634901
281,24,0.7726980038634901
482,24,0.7726980038634901
440,23,0.7405022537025112
515,23,0.7405022537025112
368,23,0.7405022537025112
362,21,0.6761107533805538
499,21,0.6761107533805538
455,21,0.6761107533805538
461,21,0.6761107533805538
537,21,0.6761107533805538
484,21,0.6761107533805538
168,21,0.6761107533805538
116,20,0.643915003219575
546,20,0.643915003219575
285,20,0.643915003219575
345,20,0.643915003219575
491,20,0.643915003219575
290,19,0.6117192530585963
476,19,0.6117192530585963
489,19,0.6117192530585963
507,19,0.6117192530585963
280,18,0.5795235028976174
267,18,0.5795235028976174
293,17,0.5473277527366388
164,17,0.5473277527366388
517,17,0.5473277527366388
521,17,0.5473277527366388
505,16,0.51513200257566
529,16,0.51513200257566
250,16,0.51513200257566
128,15,0.4829362524146813
325,15,0.4829362524146813
160,15,0.4829362524146813
2023,15,0.4829362524146813
533,14,0.4507405022537025
459,14,0.4507405022537025
509,14,0.4507405022537025
2022,14,0.4507405022537025
358,14,0.4507405022537025
337,14,0.4507405022537025
475,14,0.4507405022537025
511,13,0.41854475209272374
495,13,0.41854475209272374
404,12,0.38634900193174504
237,12,0.38634900193174504
2017,12,0.38634900193174504
153,12,0.38634900193174504
383,12,0.38634900193174504
228,12,0.38634900193174504
334,12,0.38634900193174504
479,12,0.38634900193174504
463,12,0.38634900193174504
236,12,0.38634900193174504
336,12,0.38634900193174504
454,12,0.38634900193174504
151,11,0.3541532517707663
441,11,0.3541532517707663
357,11,0.3541532517707663
375,11,0.3541532517707663
195,11,0.3541532517707663
449,10,0.3219575016097875
456,10,0.3219575016097875
410,10,0.3219575016097875
433,10,0.3219575016097875
453,9,0.2897617514488087
457,9,0.2897617514488087
447,9,0.2897617514488087
173,9,0.2897617514488087
525,9,0.2897617514488087
284,8,0.25756600128783
512,8,0.25756600128783
224,8,0.25756600128783
426,8,0.25756600128783
