endstation,count,percentage
491,194,3.5766961651917404
546,169,3.115781710914454
528,167,3.0789085545722714
519,157,2.8945427728613566
497,148,2.728613569321534
444,148,2.728613569321534
402,118,2.1755162241887906
537,108,1.991150442477876
2012,105,1.9358407079646016
435,95,1.7514749262536873
476,92,1.696165191740413
536,91,1.6777286135693217
540,84,1.5486725663716814
475,83,1.53023598820059
345,71,1.3089970501474928
318,65,1.198377581120944
472,63,1.1615044247787611
168,62,1.1430678466076696
446,60,1.1061946902654867
359,58,1.0693215339233038
461,58,1.0693215339233038
474,57,1.0508849557522124
379,56,1.0324483775811208
482,56,1.0324483775811208
334,54,0.995575221238938
466,54,0.995575221238938
493,52,0.9587020648967551
545,52,0.9587020648967551
523,50,0.9218289085545722
285,50,0.9218289085545722
477,50,0.9218289085545722
380,48,0.8849557522123894
290,45,0.8296460176991152
496,44,0.8112094395280236
510,42,0.7743362831858407
293,40,0.7374631268436578
517,39,0.7190265486725663
153,39,0.7190265486725663
325,39,0.7190265486725663
507,37,0.6821533923303835
440,37,0.6821533923303835
489,37,0.6821533923303835
504,37,0.6821533923303835
347,36,0.6637168141592921
486,35,0.6452802359882006
499,35,0.6452802359882006
281,34,0.6268436578171092
483,33,0.6084070796460177
529,32,0.5899705014749262
382,32,0.5899705014749262
459,32,0.5899705014749262
484,32,0.5899705014749262
503,31,0.5715339233038348
509,30,0.5530973451327433
357,30,0.5530973451327433
458,29,0.5346607669616519
448,26,0.47935103244837757
463,24,0.4424778761061947
453,24,0.4424778761061947
470,23,0.42404129793510326
494,23,0.42404129793510326
160,23,0.42404129793510326
515,22,0.4056047197640118
495,22,0.4056047197640118
174,22,0.4056047197640118
457,21,0.38716814159292035
300,21,0.38716814159292035
432,21,0.38716814159292035
533,21,0.38716814159292035
438,21,0.38716814159292035
488,20,0.3687315634218289
450,19,0.35029498525073743
116,19,0.35029498525073743
368,19,0.35029498525073743
447,19,0.35029498525073743
521,19,0.35029498525073743
442,19,0.35029498525073743
462,19,0.35029498525073743
127,19,0.35029498525073743
229,19,0.35029498525073743
237,18,0.33185840707964603
520,18,0.33185840707964603
2021,18,0.33185840707964603
445,18,0.33185840707964603
501,18,0.33185840707964603
511,17,0.3134218289085546
228,17,0.3134218289085546
79,17,0.3134218289085546
433,17,0.3134218289085546
439,17,0.3134218289085546
267,17,0.3134218289085546
305,17,0.3134218289085546
236,17,0.3134218289085546
312,17,0.3134218289085546
352,17,0.3134218289085546
303,16,0.2949852507374631
297,16,0.2949852507374631
224,16,0.2949852507374631
164,16,0.2949852507374631
383,16,0.2949852507374631
317,16,0.2949852507374631
223,15,0.27654867256637167
508,15,0.27654867256637167
485,15,0.27654867256637167
465,15,0.27654867256637167
280,15,0.27654867256637167
487,15,0.27654867256637167
137,14,0.2581120943952802
2003,14,0.2581120943952802
434,14,0.2581120943952802
326,14,0.2581120943952802
336,14,0.2581120943952802
403,14,0.2581120943952802
375,13,0.23967551622418878
151,13,0.23967551622418878
284,13,0.23967551622418878
225,12,0.22123893805309736
478,12,0.22123893805309736
251,12,0.22123893805309736
247,12,0.22123893805309736
479,12,0.22123893805309736
72,12,0.22123893805309736
518,12,0.22123893805309736
426,11,0.2028023598820059
167,11,0.2028023598820059
346,11,0.2028023598820059
301,11,0.2028023598820059
410,11,0.2028023598820059
530,11,0.2028023598820059
512,11,0.2028023598820059
250,11,0.2028023598820059
456,11,0.2028023598820059
464,11,0.2028023598820059
349,10,0.18436578171091444
394,10,0.18436578171091444
263,10,0.18436578171091444
490,10,0.18436578171091444
2022,10,0.18436578171091444
513,10,0.18436578171091444
358,10,0.18436578171091444
522,10,0.18436578171091444
161,10,0.18436578171091444
363,10,0.18436578171091444
480,9,0.16592920353982302
531,9,0.16592920353982302
514,9,0.16592920353982302
388,9,0.16592920353982302
265,9,0.16592920353982302
271,9,0.16592920353982302
404,8,0.14749262536873156
173,8,0.14749262536873156
2006,8,0.14749262536873156
428,8,0.14749262536873156
195,8,0.14749262536873156
505,8,0.14749262536873156
395,7,0.1290560471976401
327,7,0.1290560471976401
128,7,0.1290560471976401
422,7,0.1290560471976401
294,7,0.1290560471976401
2002,7,0.1290560471976401
369,7,0.1290560471976401
150,7,0.1290560471976401
238,7,0.1290560471976401
268,6,0.11061946902654868
492,6,0.11061946902654868
449,6,0.11061946902654868
147,6,0.11061946902654868
362,6,0.11061946902654868
387,6,0.11061946902654868
252,6,0.11061946902654868
2004,5,0.09218289085545722
212,5,0.09218289085545722
405,5,0.09218289085545722
393,5,0.09218289085545722
516,5,0.09218289085545722
455,5,0.09218289085545722
264,5,0.09218289085545722
3002,5,0.09218289085545722
401,5,0.09218289085545722
367,5,0.09218289085545722
539,5,0.09218289085545722
329,5,0.09218289085545722
498,4,0.07374631268436578
384,4,0.07374631268436578
469,4,0.07374631268436578
385,4,0.07374631268436578
304,4,0.07374631268436578
473,4,0.07374631268436578
2010,4,0.07374631268436578
386,4,0.07374631268436578
350,4,0.07374631268436578
389,4,0.07374631268436578
361,4,0.07374631268436578
355,4,0.07374631268436578
302,4,0.07374631268436578
335,4,0.07374631268436578
532,4,0.07374631268436578
2017,4,0.07374631268436578
423,4,0.07374631268436578
276,3,0.05530973451327434
311,3,0.05530973451327434
417,3,0.05530973451327434
441,3,0.05530973451327434
481,3,0.05530973451327434
468,3,0.05530973451327434
152,3,0.05530973451327434
500,3,0.05530973451327434
377,3,0.05530973451327434
348,3,0.05530973451327434
525,3,0.05530973451327434
296,3,0.05530973451327434
502,2,0.03687315634218289
309,2,0.03687315634218289
376,2,0.03687315634218289
306,2,0.03687315634218289
454,2,0.03687315634218289
328,2,0.03687315634218289
