endstation,count,percentage
306,94,3.141711229946524
308,78,2.606951871657754
415,74,2.473262032085562
319,70,2.339572192513369
224,62,2.072192513368984
387,56,1.8716577540106951
534,54,1.8048128342245988
327,51,1.7045454545454544
309,50,1.6711229946524064
147,49,1.6377005347593583
417,47,1.570855614973262
268,46,1.537433155080214
263,44,1.4705882352941175
316,43,1.4371657754010696
151,43,1.4371657754010696
351,39,1.303475935828877
329,37,1.236631016042781
320,37,1.236631016042781
259,37,1.236631016042781
312,35,1.1697860962566844
146,35,1.1697860962566844
260,35,1.1697860962566844
2009,34,1.1363636363636365
361,34,1.1363636363636365
360,31,1.036096256684492
377,30,1.0026737967914439
276,30,1.0026737967914439
304,29,0.9692513368983958
195,29,0.9692513368983958
315,28,0.9358288770053476
279,27,0.9024064171122994
250,27,0.9024064171122994
401,26,0.8689839572192514
257,25,0.8355614973262032
504,25,0.8355614973262032
82,25,0.8355614973262032
296,24,0.8021390374331552
355,23,0.768716577540107
530,23,0.768716577540107
3002,23,0.768716577540107
348,22,0.7352941176470588
410,22,0.7352941176470588
445,22,0.7352941176470588
408,20,0.6684491978609626
363,20,0.6684491978609626
497,20,0.6684491978609626
521,19,0.6350267379679144
426,19,0.6350267379679144
2010,19,0.6350267379679144
487,19,0.6350267379679144
331,17,0.5681818181818182
2008,17,0.5681818181818182
2004,16,0.53475935828877
545,16,0.53475935828877
382,15,0.5013368983957219
285,15,0.5013368983957219
128,15,0.5013368983957219
337,14,0.4679144385026738
358,14,0.4679144385026738
402,14,0.4679144385026738
461,14,0.4679144385026738
507,13,0.4344919786096257
332,13,0.4344919786096257
511,13,0.4344919786096257
501,13,0.4344919786096257
473,13,0.4344919786096257
376,13,0.4344919786096257
330,12,0.4010695187165776
239,12,0.4010695187165776
307,12,0.4010695187165776
347,12,0.4010695187165776
459,12,0.4010695187165776
392,12,0.4010695187165776
472,12,0.4010695187165776
428,12,0.4010695187165776
531,12,0.4010695187165776
311,11,0.3676470588235294
293,11,0.3676470588235294
341,11,0.3676470588235294
249,11,0.3676470588235294
314,11,0.3676470588235294
238,10,0.3342245989304813
368,10,0.3342245989304813
252,10,0.3342245989304813
350,10,0.3342245989304813
321,10,0.3342245989304813
438,10,0.3342245989304813
432,10,0.3342245989304813
237,10,0.3342245989304813
483,9,0.30080213903743314
336,9,0.30080213903743314
539,9,0.30080213903743314
300,9,0.30080213903743314
386,9,0.30080213903743314
152,9,0.30080213903743314
236,9,0.30080213903743314
328,9,0.30080213903743314
232,9,0.30080213903743314
411,9,0.30080213903743314
217,9,0.30080213903743314
305,8,0.267379679144385
143,8,0.267379679144385
297,8,0.267379679144385
405,8,0.267379679144385
302,8,0.267379679144385
427,8,0.267379679144385
295,8,0.267379679144385
161,8,0.267379679144385
502,8,0.267379679144385
439,7,0.2339572192513369
345,7,0.2339572192513369
462,7,0.2339572192513369
342,7,0.2339572192513369
490,7,0.2339572192513369
357,7,0.2339572192513369
301,7,0.2339572192513369
265,7,0.2339572192513369
346,7,0.2339572192513369
212,7,0.2339572192513369
116,7,0.2339572192513369
380,7,0.2339572192513369
284,6,0.2005347593582888
481,6,0.2005347593582888
264,6,0.2005347593582888
528,6,0.2005347593582888
150,6,0.2005347593582888
326,6,0.2005347593582888
512,6,0.2005347593582888
537,6,0.2005347593582888
414,6,0.2005347593582888
375,6,0.2005347593582888
406,6,0.2005347593582888
369,6,0.2005347593582888
261,6,0.2005347593582888
127,6,0.2005347593582888
442,6,0.2005347593582888
168,6,0.2005347593582888
435,6,0.2005347593582888
433,5,0.16711229946524064
281,5,0.16711229946524064
