endstation,count,percentage
534,57,3.833221250840619
417,53,3.5642232683254873
319,51,3.429724277067922
327,50,3.362474781439139
3002,45,3.026227303295225
363,38,2.555480833893746
195,29,1.9502353732347006
2008,28,1.882985877605918
376,27,1.815736381977135
316,25,1.6812373907195695
415,25,1.6812373907195695
224,24,1.6139878950907869
521,24,1.6139878950907869
304,24,1.6139878950907869
315,20,1.3449899125756557
331,20,1.3449899125756557
306,19,1.277740416946873
426,18,1.21049092131809
545,18,1.21049092131809
351,18,1.21049092131809
360,17,1.1432414256893073
295,15,1.0087424344317417
332,15,1.0087424344317417
279,14,0.941492938802959
264,14,0.941492938802959
82,14,0.941492938802959
514,13,0.8742434431741762
346,13,0.8742434431741762
259,13,0.8742434431741762
308,13,0.8742434431741762
531,13,0.8742434431741762
358,12,0.8069939475453934
291,12,0.8069939475453934
537,12,0.8069939475453934
490,11,0.7397444519166106
225,11,0.7397444519166106
2003,11,0.7397444519166106
337,10,0.6724949562878278
501,10,0.6724949562878278
368,10,0.6724949562878278
408,10,0.6724949562878278
307,10,0.6724949562878278
284,10,0.6724949562878278
250,10,0.6724949562878278
387,9,0.605245460659045
400,9,0.605245460659045
523,9,0.605245460659045
296,9,0.605245460659045
471,9,0.605245460659045
329,9,0.605245460659045
502,9,0.605245460659045
147,9,0.605245460659045
347,9,0.605245460659045
428,8,0.5379959650302623
151,8,0.5379959650302623
369,8,0.5379959650302623
260,7,0.4707464694014795
405,7,0.4707464694014795
511,7,0.4707464694014795
410,7,0.4707464694014795
380,7,0.4707464694014795
427,7,0.4707464694014795
238,7,0.4707464694014795
361,7,0.4707464694014795
297,6,0.4034969737726967
146,6,0.4034969737726967
404,6,0.4034969737726967
290,6,0.4034969737726967
252,6,0.4034969737726967
476,6,0.4034969737726967
174,6,0.4034969737726967
212,6,0.4034969737726967
336,6,0.4034969737726967
412,6,0.4034969737726967
491,6,0.4034969737726967
494,6,0.4034969737726967
411,6,0.4034969737726967
251,6,0.4034969737726967
72,6,0.4034969737726967
2009,6,0.4034969737726967
340,5,0.3362474781439139
477,5,0.3362474781439139
128,5,0.3362474781439139
440,5,0.3362474781439139
401,5,0.3362474781439139
150,5,0.3362474781439139
320,5,0.3362474781439139
487,5,0.3362474781439139
530,5,0.3362474781439139
432,5,0.3362474781439139
345,5,0.3362474781439139
