endstation,count,percentage
2003,99,2.8737300435413644
523,97,2.815674891146589
519,91,2.6415094339622645
475,66,1.9158200290275762
511,61,1.7706821480406385
168,58,1.6835994194484762
521,56,1.625544267053701
504,54,1.567489114658926
476,52,1.509433962264151
435,50,1.4513788098693758
472,49,1.4223512336719883
445,47,1.3642960812772134
491,47,1.3642960812772134
487,46,1.3352685050798256
116,44,1.2772133526850507
545,41,1.1901306240928884
379,41,1.1901306240928884
237,41,1.1901306240928884
461,40,1.1611030478955007
537,39,1.1320754716981132
402,34,0.9869375907111757
433,33,0.9579100145137881
546,31,0.8998548621190131
444,31,0.8998548621190131
477,30,0.8708272859216255
345,30,0.8708272859216255
482,30,0.8708272859216255
459,29,0.8417997097242381
382,28,0.8127721335268505
293,28,0.8127721335268505
497,28,0.8127721335268505
439,28,0.8127721335268505
492,27,0.783744557329463
410,26,0.7547169811320755
432,25,0.7256894049346879
326,24,0.6966618287373004
540,24,0.6966618287373004
488,23,0.6676342525399128
151,23,0.6676342525399128
375,23,0.6676342525399128
236,23,0.6676342525399128
428,23,0.6676342525399128
285,22,0.6386066763425253
474,22,0.6386066763425253
528,22,0.6386066763425253
507,22,0.6386066763425253
284,21,0.6095791001451378
251,21,0.6095791001451378
483,21,0.6095791001451378
499,21,0.6095791001451378
387,21,0.6095791001451378
403,21,0.6095791001451378
325,21,0.6095791001451378
312,20,0.5805515239477503
466,20,0.5805515239477503
358,20,0.5805515239477503
531,20,0.5805515239477503
153,19,0.5515239477503628
294,19,0.5515239477503628
334,19,0.5515239477503628
212,19,0.5515239477503628
301,19,0.5515239477503628
438,18,0.5224963715529753
174,18,0.5224963715529753
229,18,0.5224963715529753
498,18,0.5224963715529753
127,17,0.49346879535558785
317,17,0.49346879535558785
368,17,0.49346879535558785
514,17,0.49346879535558785
300,16,0.46444121915820025
394,16,0.46444121915820025
257,16,0.46444121915820025
369,16,0.46444121915820025
303,16,0.46444121915820025
509,16,0.46444121915820025
2012,16,0.46444121915820025
463,16,0.46444121915820025
434,16,0.46444121915820025
267,16,0.46444121915820025
536,15,0.43541364296081275
347,15,0.43541364296081275
290,15,0.43541364296081275
401,15,0.43541364296081275
462,15,0.43541364296081275
250,15,0.43541364296081275
517,15,0.43541364296081275
359,14,0.40638606676342526
453,14,0.40638606676342526
518,14,0.40638606676342526
489,14,0.40638606676342526
128,14,0.40638606676342526
377,14,0.40638606676342526
465,13,0.37735849056603776
503,12,0.3483309143686502
167,12,0.3483309143686502
265,12,0.3483309143686502
470,12,0.3483309143686502
228,12,0.3483309143686502
361,12,0.3483309143686502
335,12,0.3483309143686502
160,11,0.31930333817126266
455,11,0.31930333817126266
493,11,0.31930333817126266
305,11,0.31930333817126266
297,11,0.31930333817126266
442,11,0.31930333817126266
302,11,0.31930333817126266
357,11,0.31930333817126266
252,11,0.31930333817126266
526,11,0.31930333817126266
79,11,0.31930333817126266
388,11,0.31930333817126266
223,10,0.29027576197387517
486,10,0.29027576197387517
263,10,0.29027576197387517
280,10,0.29027576197387517
516,10,0.29027576197387517
2022,10,0.29027576197387517
367,10,0.29027576197387517
281,10,0.29027576197387517
2023,10,0.29027576197387517
307,9,0.2612481857764877
329,9,0.2612481857764877
454,9,0.2612481857764877
383,9,0.2612481857764877
315,9,0.2612481857764877
496,9,0.2612481857764877
457,8,0.23222060957910012
385,8,0.23222060957910012
473,8,0.23222060957910012
349,7,0.20319303338171263
422,7,0.20319303338171263
501,7,0.20319303338171263
161,7,0.20319303338171263
529,7,0.20319303338171263
446,7,0.20319303338171263
238,7,0.20319303338171263
505,7,0.20319303338171263
440,7,0.20319303338171263
355,7,0.20319303338171263
225,7,0.20319303338171263
404,7,0.20319303338171263
296,7,0.20319303338171263
150,6,0.1741654571843251
247,6,0.1741654571843251
513,6,0.1741654571843251
350,6,0.1741654571843251
426,6,0.1741654571843251
478,6,0.1741654571843251
494,6,0.1741654571843251
530,6,0.1741654571843251
479,6,0.1741654571843251
268,5,0.14513788098693758
532,5,0.14513788098693758
485,5,0.14513788098693758
351,5,0.14513788098693758
356,5,0.14513788098693758
3002,5,0.14513788098693758
380,5,0.14513788098693758
415,5,0.14513788098693758
318,5,0.14513788098693758
512,5,0.14513788098693758
400,5,0.14513788098693758
346,5,0.14513788098693758
137,5,0.14513788098693758
352,5,0.14513788098693758
336,5,0.14513788098693758
405,5,0.14513788098693758
2010,5,0.14513788098693758
386,5,0.14513788098693758
515,5,0.14513788098693758
495,4,0.11611030478955006
490,4,0.11611030478955006
339,4,0.11611030478955006
164,4,0.11611030478955006
427,4,0.11611030478955006
72,4,0.11611030478955006
332,4,0.11611030478955006
534,4,0.11611030478955006
484,4,0.11611030478955006
310,3,0.08708272859216255
393,3,0.08708272859216255
436,3,0.08708272859216255
406,3,0.08708272859216255
224,3,0.08708272859216255
311,3,0.08708272859216255
2021,3,0.08708272859216255
259,3,0.08708272859216255
173,3,0.08708272859216255
266,3,0.08708272859216255
389,3,0.08708272859216255
525,3,0.08708272859216255
264,3,0.08708272859216255
464,3,0.08708272859216255
460,3,0.08708272859216255
448,3,0.08708272859216255
411,3,0.08708272859216255
510,3,0.08708272859216255
468,3,0.08708272859216255
337,3,0.08708272859216255
348,3,0.08708272859216255
407,2,0.05805515239477503
146,2,0.05805515239477503
447,2,0.05805515239477503
316,2,0.05805515239477503
441,2,0.05805515239477503
539,2,0.05805515239477503
327,2,0.05805515239477503
390,2,0.05805515239477503
279,2,0.05805515239477503
313,2,0.05805515239477503
456,2,0.05805515239477503
320,2,0.05805515239477503
331,2,0.05805515239477503
458,2,0.05805515239477503
330,2,0.05805515239477503
480,2,0.05805515239477503
341,2,0.05805515239477503
195,2,0.05805515239477503
147,2,0.05805515239477503
271,2,0.05805515239477503
319,2,0.05805515239477503
314,2,0.05805515239477503
2004,2,0.05805515239477503
274,2,0.05805515239477503
304,2,0.05805515239477503
522,2,0.05805515239477503
2006,2,0.05805515239477503
533,2,0.05805515239477503
467,2,0.05805515239477503
376,1,0.029027576197387515
520,1,0.029027576197387515
157,1,0.029027576197387515
417,1,0.029027576197387515
353,1,0.029027576197387515
449,1,0.029027576197387515
360,1,0.029027576197387515
412,1,0.029027576197387515
384,1,0.029027576197387515
309,1,0.029027576197387515
295,1,0.029027576197387515
423,1,0.029027576197387515
2009,1,0.029027576197387515
395,1,0.029027576197387515
306,1,0.029027576197387515
308,1,0.029027576197387515
275,1,0.029027576197387515
298,1,0.029027576197387515
144,1,0.029027576197387515
365,1,0.029027576197387515
2008,1,0.029027576197387515
249,1,0.029027576197387515
450,1,0.029027576197387515
261,1,0.029027576197387515
408,1,0.029027576197387515
414,1,0.029027576197387515
502,1,0.029027576197387515
508,1,0.029027576197387515
340,1,0.029027576197387515
398,1,0.029027576197387515
2000,1,0.029027576197387515
430,1,0.029027576197387515
